checkout_id,member_id,book_id,checkout_date,return_date,first_name,last_name,grade,neighborhood,membership_status,join_date,total_books,genre,pages,publication_year,publisher,title,author
9206.0,1050,519,2024-03-17,,Fares,Adel,6.0,Heliopolis,Inactive,2025-09-10,11.0,Friendship,157,2014.0,Nile Press,Kites Over Cairo,Jasmine Wahdan
9031.0,1020,530,2025-12-28,2026-01-05,Rana,Fouad,6.0,Maadi,Active,2025-12-04,7.0,Adventure,208,2012.0,Oasis Books,The Sandstone Key,Sara Tantawy
9189.0,1032,507,2025-12-08,2025-12-16,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,6.0,Science,160,2024.0,Nile Press,Fossils and Fireflies,Dalia Serry
9288.0,1065,519,2025-03-20,2025-03-31,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,17.0,Friendship,157,2014.0,Nile Press,Kites Over Cairo,Jasmine Wahdan
9236.0,1052,507,2024-09-02,2024-09-29,Retaj,Adel,7.0,Heliopolis,Active,2025-06-07,1.0,Science,160,2024.0,Nile Press,Fossils and Fireflies,Dalia Serry
9360.0,1077,520,2024-03-04,2024-03-16,Lina,Rashad,6.0,Shubra,Active,2023-07-08,6.0,Science Fiction,136,2009.0,Oasis Books,The Copper Telescope,Jasmine Wahdan
9111.0,1027,510,2024-09-12,2024-10-03,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,18.0,Mystery,134,2013.0,Cairo Young Readers,The Missing Metronome,Diaa Sultan
9342.0,1068,501,2025-05-28,2025-06-27,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,6.0,Adventure,128,2017.0,Nile Press,The Silver Kite,Amina Darwish
9380.0,1022,513,2024-04-22,2024-04-28,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,6.0,Science,294,2021.0,Oasis Books,Circuits for Beginners,Galal Mounir
9302.0,1061,507,2024-06-22,,Ziad,Fahmy,9.0,Zamalek,Inactive,2023-04-27,8.0,Science,160,2024.0,Nile Press,Fossils and Fireflies,Dalia Serry
9173.0,1027,532,2025-03-10,2025-04-06,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,18.0,Friendship,337,2017.0,Oasis Books,The Last Bookmark,Samir Zohdy
9019.0,1014,513,2024-03-06,2024-03-23,Habiba,Nabil,6.0,Maadi,Active,2024-07-09,1.0,Science,294,2021.0,Oasis Books,Circuits for Beginners,Galal Mounir
9143.0,1024,518,2025-10-02,,Youssef,Hegazy,8.0,Nasr City,Inactive,2024-01-04,17.0,Adventure,163,2011.0,Delta House,The Ninth Lighthouse,Hani Nagati
9222.0,1050,505,2024-01-09,2024-02-01,Fares,Adel,6.0,Heliopolis,Inactive,2025-09-10,11.0,Historical,216,2024.0,Oasis Books,Letters to the Nile,Aya Hafez
9101.0,1020,532,2025-05-25,2025-06-15,Rana,Fouad,6.0,Maadi,Active,2025-12-04,7.0,Friendship,337,2017.0,Oasis Books,The Last Bookmark,Samir Zohdy
9316.0,1065,513,2024-08-25,2024-09-17,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,17.0,Science,294,2021.0,Oasis Books,Circuits for Beginners,Galal Mounir
9148.0,1027,532,2025-07-05,2025-07-26,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,18.0,Friendship,337,2017.0,Oasis Books,The Last Bookmark,Samir Zohdy
9070.0,1018,513,2025-01-08,2025-02-01,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,17.0,Science,294,2021.0,Oasis Books,Circuits for Beginners,Galal Mounir
9139.0,1036,521,2024-03-14,2024-03-20,Lina,Zaki,7.0,Nasr City,Active,2025-08-05,1.0,Science,211,2024.0,Cairo Young Readers,A Garden of Equations,Karim Elwy
9043.0,1005,505,2024-01-26,2024-02-04,Youssef,Halim,9.0,Maadi,Active,2024-05-05,3.0,Historical,216,2024.0,Oasis Books,Letters to the Nile,Aya Hafez
9187.0,1034,502,2024-08-11,,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,25.0,Adventure,109,2018.0,Delta House,Desert Compass,Amina Darwish
9269.0,1054,507,2025-01-26,2025-01-31,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,6.0,Science,160,2024.0,Nile Press,Fossils and Fireflies,Dalia Serry
9056.0,1010,519,2025-07-11,2025-07-27,Nour,Nabil,6.0,Maadi,Active,2024-05-15,18.0,Friendship,157,2014.0,Nile Press,Kites Over Cairo,Jasmine Wahdan
9057.0,1020,519,2025-02-03,,Rana,Fouad,6.0,Maadi,Active,2025-12-04,7.0,Friendship,157,2014.0,Nile Press,Kites Over Cairo,Jasmine Wahdan
9140.0,1034,513,2025-03-06,2025-04-02,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,25.0,Science,294,2021.0,Oasis Books,Circuits for Beginners,Galal Mounir
9209.0,1058,525,2024-11-22,2024-12-12,Lina,Mansour,8.0,Heliopolis,Active,2025-07-20,3.0,Adventure,297,2015.0,Oasis Books,Storms and Sailboats,Mahmoud Rafei
9249.0,1057,519,2024-10-17,2024-11-03,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,10.0,Friendship,157,2014.0,Nile Press,Kites Over Cairo,Jasmine Wahdan
9058.0,1006,501,2025-03-18,2025-04-09,Layla,Mansour,6.0,Maadi,Inactive,2024-02-12,1.0,Adventure,128,2017.0,Nile Press,The Silver Kite,Amina Darwish
9366.0,1079,503,2024-06-23,2024-07-23,Rana,Osman,8.0,Shubra,Active,2024-10-27,10.0,Historical,259,,Nile Press,The Lantern Maker,Adel Roushdy
9218.0,1044,532,2025-04-23,2025-05-04,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,21.0,Friendship,337,2017.0,Oasis Books,The Last Bookmark,Samir Zohdy
9355.0,1075,515,2024-11-10,2024-12-02,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,9.0,Poetry,316,2022.0,Cairo Young Readers,Songs of the Oasis,Hoda Bakry
9205.0,1053,525,2024-12-02,2024-12-14,Adam,Shafik,9.0,Heliopolis,Active,2024-01-03,5.0,Adventure,297,2015.0,Oasis Books,Storms and Sailboats,Mahmoud Rafei
9025.0,1001,525,2024-10-24,2024-11-07,Salma,Ibrahim,8.0,Maadi,Active,2023-04-05,1.0,Adventure,297,2015.0,Oasis Books,Storms and Sailboats,Mahmoud Rafei
9124.0,1024,525,2025-10-14,2025-11-13,Youssef,Hegazy,8.0,Nasr City,Inactive,2024-01-04,17.0,Adventure,297,2015.0,Oasis Books,Storms and Sailboats,Mahmoud Rafei
9034.0,1015,511,2025-10-13,,Hamza,Sabry,7.0,Maadi,Inactive,2025-08-13,3.0,Historical,117,2016.0,Nile Press,Winter in Alexandria,Farida Anwar
9181.0,1041,509,2025-03-24,,Nada,Rashad,7.0,Nasr City,Active,2024-04-02,2.0,Mystery,221,2011.0,Nile Press,Marbles and Mirrors,Diaa Sultan
9171.0,1027,507,2025-05-23,2025-06-19,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,18.0,Science,160,2024.0,Nile Press,Fossils and Fireflies,Dalia Serry
9318.0,1067,513,2025-07-23,2025-08-17,Aya,Ibrahim,7.0,Zamalek,Inactive,2024-07-03,3.0,Science,294,2021.0,Oasis Books,Circuits for Beginners,Galal Mounir
9296.0,1065,501,2024-12-15,2025-01-11,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,17.0,Adventure,128,2017.0,Nile Press,The Silver Kite,Amina Darwish
9348.0,1075,532,2024-07-28,2024-08-25,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,9.0,Friendship,337,2017.0,Oasis Books,The Last Bookmark,Samir Zohdy
9141.0,1027,529,2025-02-09,2025-03-03,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,18.0,Mystery,298,,Cairo Young Readers,Riddles of the Red Sea,Sara Tantawy
9094.0,1022,527,2024-11-22,2024-12-08,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,6.0,Nature,328,2017.0,Delta House,Notes from the Delta,Mona Kholoussy
9280.0,1054,517,2024-09-06,2024-09-15,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,6.0,Mystery,338,2015.0,Delta House,Shadows on the Corniche,Hani Nagati
9211.0,1044,507,2025-04-28,2025-05-25,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,21.0,Science,160,2024.0,Nile Press,Fossils and Fireflies,Dalia Serry
9294.0,1067,507,2024-11-26,,Aya,Ibrahim,7.0,Zamalek,Inactive,2024-07-03,3.0,Science,160,2024.0,Nile Press,Fossils and Fireflies,Dalia Serry
9372.0,1076,519,2025-03-06,2025-04-02,Dina,Wahba,7.0,Shubra,Active,2025-12-13,7.0,Friendship,157,2014.0,Nile Press,Kites Over Cairo,Jasmine Wahdan
9112.0,1031,521,2024-07-28,2024-08-22,Ali,Fahmy,8.0,Nasr City,Active,2023-09-08,1.0,Science,211,2024.0,Cairo Young Readers,A Garden of Equations,Karim Elwy
9001.0,1008,501,2025-08-23,2025-08-28,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,19.0,Adventure,128,2017.0,Nile Press,The Silver Kite,Amina Darwish
9328.0,1070,501,2024-01-28,,Ahmed,Zaki,9.0,Zamalek,Active,2025-07-22,3.0,Adventure,128,2017.0,Nile Press,The Silver Kite,Amina Darwish
9075.0,1018,510,2024-07-01,,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,17.0,Mystery,134,2013.0,Cairo Young Readers,The Missing Metronome,Diaa Sultan
9149.0,1032,507,2025-02-09,2025-02-18,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,6.0,Science,160,2024.0,Nile Press,Fossils and Fireflies,Dalia Serry
9165.0,1030,519,2025-03-27,2025-04-02,Reem,Osman,,Nasr City,Active,2025-04-01,16.0,Friendship,157,2014.0,Nile Press,Kites Over Cairo,Jasmine Wahdan
9255.0,1044,509,2025-05-24,2025-06-13,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,21.0,Mystery,221,2011.0,Nile Press,Marbles and Mirrors,Diaa Sultan
9304.0,1068,519,2024-04-16,2024-05-09,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,6.0,Friendship,157,2014.0,Nile Press,Kites Over Cairo,Jasmine Wahdan
9322.0,1061,510,2025-10-20,2025-11-15,Ziad,Fahmy,9.0,Zamalek,Inactive,2023-04-27,8.0,Mystery,134,2013.0,Cairo Young Readers,The Missing Metronome,Diaa Sultan
9317.0,1061,507,2024-01-26,2024-02-09,Ziad,Fahmy,9.0,Zamalek,Inactive,2023-04-27,8.0,Science,160,2024.0,Nile Press,Fossils and Fireflies,Dalia Serry
9271.0,1044,513,2025-04-26,2025-05-06,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,21.0,Science,294,2021.0,Oasis Books,Circuits for Beginners,Galal Mounir
9186.0,1034,516,2025-07-17,2025-08-03,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,25.0,Nature,241,2010.0,Nile Press,The Beekeeper's Almanac,Hoda Bakry
9333.0,1072,520,2025-06-03,2025-06-08,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,14.0,Science Fiction,136,2009.0,Oasis Books,The Copper Telescope,Jasmine Wahdan
9188.0,1023,507,2025-05-11,2025-06-08,Hassan,Rashad,8.0,Nasr City,Inactive,,1.0,Science,160,2024.0,Nile Press,Fossils and Fireflies,Dalia Serry
9371.0,1079,528,2025-04-22,2025-05-02,Rana,Osman,8.0,Shubra,Active,2024-10-27,10.0,Nature,114,2010.0,Delta House,The Glass Beehive,Mona Kholoussy
9036.0,1010,515,2024-11-27,2024-12-24,Nour,Nabil,6.0,Maadi,Active,2024-05-15,18.0,Poetry,316,2022.0,Cairo Young Readers,Songs of the Oasis,Hoda Bakry
9163.0,1034,531,2025-12-28,2026-01-02,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,25.0,Friendship,272,2018.0,Oasis Books,Voices in the Library,Samir Zohdy
9091.0,1008,525,2024-06-03,2024-06-12,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,19.0,Adventure,297,2015.0,Oasis Books,Storms and Sailboats,Mahmoud Rafei
9092.0,1019,507,2025-03-20,2025-03-27,Mostafa,Wahba,6.0,Maadi,Inactive,2024-07-20,3.0,Science,160,2024.0,Nile Press,Fossils and Fireflies,Dalia Serry
9040.0,1016,529,2025-01-23,2025-02-11,Dina,Rashad,8.0,Maadi,Active,2023-04-24,7.0,Mystery,298,,Cairo Young Readers,Riddles of the Red Sea,Sara Tantawy
9376.0,1024,518,2025-10-22,2025-11-04,Youssef,Hegazy,8.0,Nasr City,Inactive,2024-01-04,17.0,Adventure,163,2011.0,Delta House,The Ninth Lighthouse,Hani Nagati
9033.0,1020,522,2025-02-26,2025-03-11,Rana,Fouad,6.0,Maadi,Active,2025-12-04,7.0,Mystery,104,2016.0,Cairo Young Readers,The Puzzle Merchant,Karim Elwy
9341.0,1065,516,2025-02-19,2025-03-09,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,17.0,Nature,241,2010.0,Nile Press,The Beekeeper's Almanac,Hoda Bakry
9247.0,1044,510,2025-02-01,2025-02-23,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,21.0,Mystery,134,2013.0,Cairo Young Readers,The Missing Metronome,Diaa Sultan
9184.0,1026,501,2024-12-15,2025-01-11,Nada,Saleh,7.0,Nasr City,Inactive,2023-11-16,3.0,Adventure,128,2017.0,Nile Press,The Silver Kite,Amina Darwish
9228.0,1044,516,2024-12-05,2024-12-26,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,21.0,Nature,241,2010.0,Nile Press,The Beekeeper's Almanac,Hoda Bakry
9331.0,1065,525,2025-02-17,2025-02-23,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,17.0,Adventure,297,2015.0,Oasis Books,Storms and Sailboats,Mahmoud Rafei
9207.0,1044,527,2025-10-20,2025-11-04,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,21.0,Nature,328,2017.0,Delta House,Notes from the Delta,Mona Kholoussy
9323.0,1072,519,2024-01-23,2024-01-28,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,14.0,Friendship,157,2014.0,Nile Press,Kites Over Cairo,Jasmine Wahdan
9337.0,1072,529,2024-11-13,,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,14.0,Mystery,298,,Cairo Young Readers,Riddles of the Red Sea,Sara Tantawy
9326.0,1062,501,2024-08-15,2024-08-21,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,7.0,Adventure,128,2017.0,Nile Press,The Silver Kite,Amina Darwish
9128.0,1024,501,2025-06-12,2025-06-19,Youssef,Hegazy,8.0,Nasr City,Inactive,2024-01-04,17.0,Adventure,128,2017.0,Nile Press,The Silver Kite,Amina Darwish
9123.0,1027,511,2025-03-23,2025-04-11,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,18.0,Historical,117,2016.0,Nile Press,Winter in Alexandria,Farida Anwar
9003.0,1015,501,2024-08-04,2024-08-13,Hamza,Sabry,7.0,Maadi,Inactive,2025-08-13,3.0,Adventure,128,2017.0,Nile Press,The Silver Kite,Amina Darwish
9066.0,1005,513,2025-07-15,2025-07-31,Youssef,Halim,9.0,Maadi,Active,2024-05-05,3.0,Science,294,2021.0,Oasis Books,Circuits for Beginners,Galal Mounir
9053.0,1008,516,2025-07-20,2025-08-08,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,19.0,Nature,241,2010.0,Nile Press,The Beekeeper's Almanac,Hoda Bakry
9052.0,1019,501,2024-06-20,2024-06-29,Mostafa,Wahba,6.0,Maadi,Inactive,2024-07-20,3.0,Adventure,128,2017.0,Nile Press,The Silver Kite,Amina Darwish
9162.0,1030,519,2025-08-27,2025-09-11,Reem,Osman,,Nasr City,Active,2025-04-01,16.0,Friendship,157,2014.0,Nile Press,Kites Over Cairo,Jasmine Wahdan
9027.0,1018,519,2024-11-04,,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,17.0,Friendship,157,2014.0,Nile Press,Kites Over Cairo,Jasmine Wahdan
9194.0,1024,513,2024-09-17,2024-10-09,Youssef,Hegazy,8.0,Nasr City,Inactive,2024-01-04,17.0,Science,294,2021.0,Oasis Books,Circuits for Beginners,Galal Mounir
9120.0,1034,526,2025-06-06,2025-06-26,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,25.0,Science Fiction,125,2016.0,Delta House,The Clockwork Orchard,Mahmoud Rafei
9182.0,1037,525,2024-05-19,2024-06-03,Retaj,Kamel,,Nasr City,Inactive,2023-08-26,2.0,Adventure,297,2015.0,Oasis Books,Storms and Sailboats,Mahmoud Rafei
9241.0,1059,519,2025-01-04,2025-01-11,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,7.0,Friendship,157,2014.0,Nile Press,Kites Over Cairo,Jasmine Wahdan
9172.0,1030,513,2025-05-04,2025-05-26,Reem,Osman,,Nasr City,Active,2025-04-01,16.0,Science,294,2021.0,Oasis Books,Circuits for Beginners,Galal Mounir
9193.0,1034,519,2024-09-15,2024-10-01,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,25.0,Friendship,157,2014.0,Nile Press,Kites Over Cairo,Jasmine Wahdan
9100.0,1010,513,2025-08-27,2025-09-22,Nour,Nabil,6.0,Maadi,Active,2024-05-15,18.0,Science,294,2021.0,Oasis Books,Circuits for Beginners,Galal Mounir
9227.0,1059,513,2024-11-02,2024-11-20,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,7.0,Science,294,2021.0,Oasis Books,Circuits for Beginners,Galal Mounir
9110.0,1030,506,2024-05-14,2024-05-30,Reem,Osman,,Nasr City,Active,2025-04-01,16.0,Friendship,183,,Nile Press,The Paper Boat Club,Aya Hafez
9021.0,1008,501,2025-05-22,2025-05-29,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,19.0,Adventure,128,2017.0,Nile Press,The Silver Kite,Amina Darwish
9007.0,1008,507,2025-03-15,2025-03-31,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,19.0,Science,160,2024.0,Nile Press,Fossils and Fireflies,Dalia Serry
9365.0,1075,501,2024-01-17,2024-02-01,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,9.0,Adventure,128,2017.0,Nile Press,The Silver Kite,Amina Darwish
9142.0,1027,516,2024-09-21,2024-10-14,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,18.0,Nature,241,2010.0,Nile Press,The Beekeeper's Almanac,Hoda Bakry
9073.0,1008,513,2025-02-13,,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,19.0,Science,294,2021.0,Oasis Books,Circuits for Beginners,Galal Mounir
9024.0,1010,507,2025-01-27,2025-02-09,Nour,Nabil,6.0,Maadi,Active,2024-05-15,18.0,Science,160,2024.0,Nile Press,Fossils and Fireflies,Dalia Serry
9067.0,1008,507,2024-01-05,2024-01-29,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,19.0,Science,160,2024.0,Nile Press,Fossils and Fireflies,Dalia Serry
9324.0,1061,529,2025-03-12,2025-04-10,Ziad,Fahmy,9.0,Zamalek,Inactive,2023-04-27,8.0,Mystery,298,,Cairo Young Readers,Riddles of the Red Sea,Sara Tantawy
9250.0,1044,507,2025-08-05,2025-08-23,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,21.0,Science,160,2024.0,Nile Press,Fossils and Fireflies,Dalia Serry
9090.0,1016,507,2025-02-18,2025-03-04,Dina,Rashad,8.0,Maadi,Active,2023-04-24,7.0,Science,160,2024.0,Nile Press,Fossils and Fireflies,Dalia Serry
9198.0,1027,524,2024-10-03,2024-10-19,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,18.0,Historical,114,2016.0,Cairo Young Readers,The Weaver's Daughter,Laila Shokry
9046.0,1022,513,2024-02-22,,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,6.0,Science,294,2021.0,Oasis Books,Circuits for Beginners,Galal Mounir
9115.0,1034,502,2025-12-16,2026-01-15,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,25.0,Adventure,109,2018.0,Delta House,Desert Compass,Amina Darwish
9310.0,1067,511,2024-02-04,2024-02-12,Aya,Ibrahim,7.0,Zamalek,Inactive,2024-07-03,3.0,Historical,117,2016.0,Nile Press,Winter in Alexandria,Farida Anwar
9357.0,1077,516,2024-07-26,2024-08-15,Lina,Rashad,6.0,Shubra,Active,2023-07-08,6.0,Nature,241,2010.0,Nile Press,The Beekeeper's Almanac,Hoda Bakry
9286.0,1072,507,2024-08-09,2024-08-16,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,14.0,Science,160,2024.0,Nile Press,Fossils and Fireflies,Dalia Serry
9354.0,1079,502,2024-03-09,2024-03-18,Rana,Osman,8.0,Shubra,Active,2024-10-27,10.0,Adventure,109,2018.0,Delta House,Desert Compass,Amina Darwish
9290.0,1065,519,2025-10-09,,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,17.0,Friendship,157,2014.0,Nile Press,Kites Over Cairo,Jasmine Wahdan
9257.0,1047,501,2024-10-18,2024-11-16,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,16.0,Adventure,128,2017.0,Nile Press,The Silver Kite,Amina Darwish
9261.0,1047,509,2025-09-02,2025-09-18,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,16.0,Mystery,221,2011.0,Nile Press,Marbles and Mirrors,Diaa Sultan
9119.0,1024,518,2025-02-26,2025-03-15,Youssef,Hegazy,8.0,Nasr City,Inactive,2024-01-04,17.0,Adventure,163,2011.0,Delta House,The Ninth Lighthouse,Hani Nagati
9313.0,1068,507,2024-12-13,2024-12-19,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,6.0,Science,160,2024.0,Nile Press,Fossils and Fireflies,Dalia Serry
9213.0,1050,501,2024-05-07,2024-05-14,Fares,Adel,6.0,Heliopolis,Inactive,2025-09-10,11.0,Adventure,128,2017.0,Nile Press,The Silver Kite,Amina Darwish
